epoch,training_time,lr,train_loss,test_loss,f1_value,val_acc,precision,recall
1_fold|epoch_252_2022-11-28 18:00:55,20.97s,0.00000010,0.0018,0.0775,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_253_2022-11-28 18:01:24,21.46s,0.00000010,0.0018,0.0768,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_254_2022-11-28 18:01:53,21.61s,0.00000010,0.0018,0.0768,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_255_2022-11-28 18:02:21,20.90s,0.00000010,0.0017,0.0807,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_256_2022-11-28 18:02:49,21.44s,0.00000010,0.0018,0.0804,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_257_2022-11-28 18:03:13,17.94s,0.00000010,0.0020,0.0773,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_258_2022-11-28 18:03:37,17.42s,0.00000010,0.0020,0.0748,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_259_2022-11-28 18:04:01,17.43s,0.00000010,0.0018,0.0794,0.9766,0.9766,0.9766,0.9766
1_fold|epoch_260_2022-11-28 18:04:25,17.89s,0.00000010,0.0017,0.0795,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_261_2022-11-28 18:04:50,18.01s,0.00000010,0.0018,0.0764,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_262_2022-11-28 18:05:16,18.69s,0.00000010,0.0019,0.0740,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_263_2022-11-28 18:05:43,20.15s,0.00000010,0.0018,0.0742,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_264_2022-11-28 18:06:09,19.82s,0.00000010,0.0018,0.0754,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_265_2022-11-28 18:06:36,19.55s,0.00000010,0.0020,0.0780,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_266_2022-11-28 18:07:02,19.42s,0.00000010,0.0018,0.0744,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_267_2022-11-28 18:07:25,17.31s,0.00000010,0.0018,0.0789,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_268_2022-11-28 18:07:49,17.30s,0.00000010,0.0018,0.0800,0.9766,0.9766,0.9766,0.9766
1_fold|epoch_269_2022-11-28 18:08:13,17.99s,0.00000010,0.0017,0.0810,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_270_2022-11-28 18:08:37,17.27s,0.00000010,0.0019,0.0789,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_271_2022-11-28 18:09:00,17.91s,0.00000010,0.0017,0.0813,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_272_2022-11-28 18:09:31,24.06s,0.00000010,0.0022,0.0765,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_273_2022-11-28 18:10:02,24.94s,0.00000010,0.0019,0.0799,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_274_2022-11-28 18:10:31,23.88s,0.00000010,0.0017,0.0780,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_275_2022-11-28 18:11:01,23.99s,0.00000010,0.0020,0.0742,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_276_2022-11-28 18:11:32,24.71s,0.00000010,0.0018,0.0815,0.9766,0.9766,0.9766,0.9766
1_fold|epoch_277_2022-11-28 18:12:01,23.33s,0.00000010,0.0018,0.0798,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_278_2022-11-28 18:12:31,23.46s,0.00000010,0.0018,0.0797,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_279_2022-11-28 18:13:01,24.27s,0.00000010,0.0018,0.0767,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_280_2022-11-28 18:13:31,23.53s,0.00000010,0.0019,0.0785,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_281_2022-11-28 18:14:01,24.17s,0.00000010,0.0018,0.0784,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_282_2022-11-28 18:14:32,24.63s,0.00000010,0.0019,0.0769,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_283_2022-11-28 18:15:06,26.61s,0.00000010,0.0018,0.0758,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_284_2022-11-28 18:15:37,25.50s,0.00000010,0.0019,0.0747,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_285_2022-11-28 18:16:07,23.45s,0.00000010,0.0018,0.0784,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_286_2022-11-28 18:16:36,23.64s,0.00000010,0.0019,0.0755,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_287_2022-11-28 18:17:07,24.30s,0.00000010,0.0019,0.0731,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_288_2022-11-28 18:17:37,24.22s,0.00000010,0.0018,0.0764,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_289_2022-11-28 18:18:08,24.63s,0.00000010,0.0017,0.0747,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_290_2022-11-28 18:18:39,24.66s,0.00000010,0.0018,0.0780,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_291_2022-11-28 18:19:08,23.75s,0.00000010,0.0019,0.0761,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_292_2022-11-28 18:19:38,23.63s,0.00000010,0.0017,0.0798,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_293_2022-11-28 18:20:09,24.26s,0.00000010,0.0018,0.0796,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_294_2022-11-28 18:20:38,23.80s,0.00000010,0.0019,0.0780,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_295_2022-11-28 18:21:08,23.81s,0.00000010,0.0020,0.0760,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_296_2022-11-28 18:21:39,24.21s,0.00000010,0.0018,0.0751,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_297_2022-11-28 18:22:09,23.87s,0.00000010,0.0019,0.0816,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_298_2022-11-28 18:22:38,23.53s,0.00000010,0.0019,0.0777,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_299_2022-11-28 18:23:08,23.19s,0.00000010,0.0019,0.0761,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_300_2022-11-28 18:23:38,23.94s,0.00000010,0.0018,0.0741,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_301_2022-11-28 18:24:08,24.50s,0.00000010,0.0018,0.0805,0.9766,0.9766,0.9766,0.9766
1_fold|epoch_302_2022-11-28 18:24:40,24.92s,0.00000010,0.0019,0.0762,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_303_2022-11-28 18:25:11,25.10s,0.00000010,0.0021,0.0775,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_304_2022-11-28 18:25:43,25.21s,0.00000010,0.0019,0.0799,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_305_2022-11-28 18:26:13,24.01s,0.00000010,0.0017,0.0786,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_306_2022-11-28 18:26:42,23.67s,0.00000010,0.0019,0.0812,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_307_2022-11-28 18:27:12,23.80s,0.00000010,0.0018,0.0752,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_308_2022-11-28 18:27:45,26.05s,0.00000010,0.0017,0.0759,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_309_2022-11-28 18:28:12,20.83s,0.00000010,0.0018,0.0789,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_310_2022-11-28 18:28:36,17.65s,0.00000010,0.0018,0.0751,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_311_2022-11-28 18:28:59,17.03s,0.00000010,0.0019,0.0767,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_312_2022-11-28 18:29:23,17.42s,0.00000010,0.0018,0.0774,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_313_2022-11-28 18:29:48,18.34s,0.00000010,0.0020,0.0799,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_314_2022-11-28 18:30:11,17.08s,0.00000010,0.0020,0.0763,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_315_2022-11-28 18:30:34,16.42s,0.00000010,0.0018,0.0738,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_316_2022-11-28 18:30:58,17.85s,0.00000010,0.0017,0.0774,0.9799,0.9799,0.9799,0.9799
