epoch,training_time,lr,train_loss,test_loss,f1_value,val_acc,precision,recall
1_fold|epoch_56_2022-12-01 11:50:17,14.66s,0.00001000,0.0018,0.0672,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_57_2022-12-01 11:50:36,14.36s,0.00001000,0.0018,0.0685,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_58_2022-12-01 11:50:56,14.68s,0.00001000,0.0019,0.0688,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_59_2022-12-01 11:51:15,14.40s,0.00001000,0.0020,0.0773,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_60_2022-12-01 11:51:34,14.75s,0.00001000,0.0019,0.0739,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_61_2022-12-01 11:51:54,14.64s,0.00001000,0.0018,0.0755,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_62_2022-12-01 11:52:13,14.37s,0.00001000,0.0019,0.0774,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_63_2022-12-01 11:52:32,14.46s,0.00001000,0.0019,0.0775,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_64_2022-12-01 11:52:51,14.55s,0.00001000,0.0018,0.0728,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_65_2022-12-01 11:53:11,14.53s,0.00001000,0.0018,0.0718,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_66_2022-12-01 11:53:30,14.73s,0.00001000,0.0017,0.0698,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_67_2022-12-01 11:53:49,14.61s,0.00001000,0.0018,0.0686,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_68_2022-12-01 11:54:09,14.55s,0.00001000,0.0017,0.0669,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_69_2022-12-01 11:54:28,14.72s,0.00001000,0.0019,0.0678,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_70_2022-12-01 11:54:47,14.66s,0.00001000,0.0018,0.0700,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_71_2022-12-01 11:55:07,14.48s,0.00001000,0.0021,0.0735,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_72_2022-12-01 11:55:26,14.52s,0.00001000,0.0017,0.0689,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_73_2022-12-01 11:55:45,14.69s,0.00001000,0.0018,0.0688,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_74_2022-12-01 11:56:05,14.58s,0.00001000,0.0018,0.0703,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_75_2022-12-01 11:56:24,14.55s,0.00001000,0.0019,0.0724,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_76_2022-12-01 11:56:43,14.50s,0.00001000,0.0017,0.0695,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_77_2022-12-01 11:57:03,14.66s,0.00001000,0.0018,0.0720,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_78_2022-12-01 11:57:22,14.58s,0.00001000,0.0018,0.0790,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_79_2022-12-01 11:57:41,14.49s,0.00001000,0.0019,0.0734,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_80_2022-12-01 11:58:01,14.54s,0.00001000,0.0017,0.0726,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_81_2022-12-01 11:58:20,14.51s,0.00001000,0.0020,0.0735,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_82_2022-12-01 11:58:39,14.58s,0.00001000,0.0017,0.0727,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_83_2022-12-01 11:58:58,14.61s,0.00001000,0.0018,0.0704,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_84_2022-12-01 11:59:18,14.47s,0.00001000,0.0019,0.0739,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_85_2022-12-01 11:59:37,14.51s,0.00001000,0.0018,0.0771,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_86_2022-12-01 11:59:56,14.32s,0.00001000,0.0017,0.0748,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_87_2022-12-01 12:00:15,14.54s,0.00001000,0.0019,0.0734,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_88_2022-12-01 12:00:34,14.60s,0.00001000,0.0018,0.0702,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_89_2022-12-01 12:00:54,14.49s,0.00001000,0.0017,0.0803,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_90_2022-12-01 12:01:13,14.62s,0.00001000,0.0021,0.0718,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_91_2022-12-01 12:01:32,14.63s,0.00001000,0.0018,0.0839,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_92_2022-12-01 12:01:52,14.59s,0.00001000,0.0017,0.0799,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_93_2022-12-01 12:02:11,14.52s,0.00001000,0.0019,0.0770,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_94_2022-12-01 12:02:30,14.59s,0.00001000,0.0018,0.0789,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_95_2022-12-01 12:02:50,14.63s,0.00001000,0.0018,0.0830,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_96_2022-12-01 12:03:09,14.48s,0.00001000,0.0019,0.0753,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_97_2022-12-01 12:03:28,14.50s,0.00001000,0.0021,0.0749,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_98_2022-12-01 12:03:47,14.62s,0.00001000,0.0021,0.0643,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_99_2022-12-01 12:04:07,14.87s,0.00001000,0.0019,0.0764,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_100_2022-12-01 12:04:26,14.48s,0.00000100,0.0019,0.0749,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_101_2022-12-01 12:04:46,14.60s,0.00000100,0.0017,0.0718,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_102_2022-12-01 12:05:05,14.59s,0.00000100,0.0016,0.0733,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_103_2022-12-01 12:05:24,14.63s,0.00000100,0.0017,0.0748,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_104_2022-12-01 12:05:44,14.54s,0.00000100,0.0017,0.0756,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_105_2022-12-01 12:06:03,14.56s,0.00000100,0.0017,0.0731,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_106_2022-12-01 12:06:22,14.39s,0.00000100,0.0017,0.0712,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_107_2022-12-01 12:06:41,14.60s,0.00000100,0.0017,0.0786,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_108_2022-12-01 12:07:01,15.03s,0.00000100,0.0016,0.0756,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_109_2022-12-01 12:07:20,14.51s,0.00000100,0.0017,0.0745,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_110_2022-12-01 12:07:40,14.43s,0.00000100,0.0018,0.0768,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_111_2022-12-01 12:07:59,14.41s,0.00000100,0.0017,0.0687,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_112_2022-12-01 12:08:18,14.46s,0.00000100,0.0016,0.0723,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_113_2022-12-01 12:08:37,14.59s,0.00000100,0.0017,0.0737,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_114_2022-12-01 12:08:56,14.56s,0.00000100,0.0016,0.0754,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_115_2022-12-01 12:09:16,14.46s,0.00000100,0.0017,0.0763,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_116_2022-12-01 12:09:35,14.40s,0.00000100,0.0017,0.0769,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_117_2022-12-01 12:09:54,14.45s,0.00000100,0.0016,0.0773,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_118_2022-12-01 12:10:13,14.43s,0.00000100,0.0017,0.0750,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_119_2022-12-01 12:10:32,14.46s,0.00000100,0.0017,0.0748,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_120_2022-12-01 12:10:51,14.46s,0.00000100,0.0018,0.0766,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_121_2022-12-01 12:11:11,14.51s,0.00000100,0.0018,0.0775,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_122_2022-12-01 12:11:30,14.42s,0.00000100,0.0017,0.0704,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_123_2022-12-01 12:11:49,14.45s,0.00000100,0.0017,0.0764,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_124_2022-12-01 12:12:08,14.30s,0.00000100,0.0017,0.0752,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_125_2022-12-01 12:12:27,14.68s,0.00000100,0.0018,0.0762,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_126_2022-12-01 12:12:46,14.45s,0.00000100,0.0018,0.0712,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_127_2022-12-01 12:13:06,14.49s,0.00000100,0.0017,0.0749,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_128_2022-12-01 12:13:25,14.54s,0.00000100,0.0016,0.0762,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_129_2022-12-01 12:13:44,14.43s,0.00000100,0.0018,0.0743,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_130_2022-12-01 12:14:03,14.46s,0.00000100,0.0018,0.0746,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_131_2022-12-01 12:14:23,14.53s,0.00000100,0.0017,0.0743,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_132_2022-12-01 12:14:42,14.44s,0.00000100,0.0017,0.0757,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_133_2022-12-01 12:15:01,14.38s,0.00000100,0.0017,0.0752,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_134_2022-12-01 12:15:20,14.53s,0.00000100,0.0017,0.0732,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_135_2022-12-01 12:15:39,14.70s,0.00000100,0.0017,0.0717,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_136_2022-12-01 12:15:59,14.51s,0.00000100,0.0018,0.0764,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_137_2022-12-01 12:16:18,14.38s,0.00000100,0.0017,0.0754,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_138_2022-12-01 12:16:37,14.56s,0.00000100,0.0018,0.0768,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_139_2022-12-01 12:16:56,14.36s,0.00000100,0.0017,0.0726,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_140_2022-12-01 12:17:15,14.52s,0.00000100,0.0018,0.0743,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_141_2022-12-01 12:17:34,14.49s,0.00000100,0.0017,0.0774,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_142_2022-12-01 12:17:54,14.48s,0.00000100,0.0016,0.0731,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_143_2022-12-01 12:18:13,14.47s,0.00000100,0.0017,0.0755,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_144_2022-12-01 12:18:32,14.36s,0.00000100,0.0017,0.0745,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_145_2022-12-01 12:18:51,14.41s,0.00000100,0.0018,0.0734,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_146_2022-12-01 12:19:10,14.77s,0.00000100,0.0017,0.0744,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_147_2022-12-01 12:19:30,14.61s,0.00000100,0.0017,0.0781,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_148_2022-12-01 12:19:49,14.42s,0.00000100,0.0017,0.0780,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_149_2022-12-01 12:20:08,14.61s,0.00000100,0.0018,0.0711,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_150_2022-12-01 12:20:28,14.56s,0.00000100,0.0016,0.0770,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_151_2022-12-01 12:20:47,14.47s,0.00000100,0.0017,0.0727,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_152_2022-12-01 12:21:06,14.37s,0.00000100,0.0017,0.0743,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_153_2022-12-01 12:21:25,14.62s,0.00000100,0.0018,0.0744,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_154_2022-12-01 12:21:44,14.58s,0.00000100,0.0017,0.0757,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_155_2022-12-01 12:22:04,14.48s,0.00000100,0.0017,0.0799,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_156_2022-12-01 12:22:23,14.64s,0.00000100,0.0017,0.0758,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_157_2022-12-01 12:22:42,14.40s,0.00000100,0.0018,0.0731,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_158_2022-12-01 12:23:01,14.49s,0.00000100,0.0018,0.0754,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_159_2022-12-01 12:23:21,14.55s,0.00000100,0.0017,0.0779,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_160_2022-12-01 12:23:40,14.33s,0.00000100,0.0017,0.0767,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_161_2022-12-01 12:23:59,14.37s,0.00000100,0.0016,0.0754,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_162_2022-12-01 12:24:18,14.36s,0.00000100,0.0017,0.0786,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_163_2022-12-01 12:24:37,14.55s,0.00000100,0.0017,0.0787,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_164_2022-12-01 12:24:56,14.42s,0.00000100,0.0018,0.0783,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_165_2022-12-01 12:25:15,14.42s,0.00000100,0.0017,0.0780,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_166_2022-12-01 12:25:35,14.74s,0.00000100,0.0018,0.0732,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_167_2022-12-01 12:25:54,14.53s,0.00000100,0.0017,0.0739,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_168_2022-12-01 12:26:13,14.45s,0.00000100,0.0018,0.0777,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_169_2022-12-01 12:26:32,14.40s,0.00000100,0.0017,0.0736,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_170_2022-12-01 12:26:52,14.48s,0.00000100,0.0018,0.0714,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_171_2022-12-01 12:27:11,14.56s,0.00000100,0.0017,0.0754,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_172_2022-12-01 12:27:30,14.68s,0.00000100,0.0018,0.0783,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_173_2022-12-01 12:27:50,14.42s,0.00000100,0.0018,0.0753,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_174_2022-12-01 12:28:09,14.42s,0.00000100,0.0018,0.0749,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_175_2022-12-01 12:28:28,14.45s,0.00000100,0.0017,0.0750,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_176_2022-12-01 12:28:47,14.51s,0.00000100,0.0018,0.0744,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_177_2022-12-01 12:29:06,14.51s,0.00000100,0.0017,0.0796,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_178_2022-12-01 12:29:26,14.50s,0.00000100,0.0018,0.0774,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_179_2022-12-01 12:29:45,14.49s,0.00000100,0.0017,0.0743,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_180_2022-12-01 12:30:04,14.36s,0.00000100,0.0018,0.0775,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_181_2022-12-01 12:30:23,14.57s,0.00000100,0.0018,0.0733,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_182_2022-12-01 12:30:42,14.56s,0.00000100,0.0020,0.0778,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_183_2022-12-01 12:31:02,14.38s,0.00000100,0.0018,0.0771,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_184_2022-12-01 12:31:21,14.43s,0.00000100,0.0017,0.0827,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_185_2022-12-01 12:31:40,14.36s,0.00000100,0.0018,0.0784,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_186_2022-12-01 12:31:59,14.59s,0.00000100,0.0018,0.0760,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_187_2022-12-01 12:32:18,14.36s,0.00000100,0.0018,0.0776,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_188_2022-12-01 12:32:37,14.42s,0.00000100,0.0017,0.0775,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_189_2022-12-01 12:32:56,14.40s,0.00000100,0.0017,0.0789,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_190_2022-12-01 12:33:16,14.42s,0.00000100,0.0016,0.0753,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_191_2022-12-01 12:33:35,14.46s,0.00000100,0.0018,0.0776,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_192_2022-12-01 12:33:54,14.39s,0.00000100,0.0017,0.0722,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_193_2022-12-01 12:34:13,14.84s,0.00000100,0.0017,0.0764,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_194_2022-12-01 12:34:32,14.24s,0.00000100,0.0018,0.0764,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_195_2022-12-01 12:34:51,14.45s,0.00000100,0.0017,0.0773,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_196_2022-12-01 12:35:11,14.55s,0.00000100,0.0018,0.0744,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_197_2022-12-01 12:35:30,14.51s,0.00000100,0.0018,0.0783,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_198_2022-12-01 12:35:49,14.37s,0.00000100,0.0017,0.0798,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_199_2022-12-01 12:36:08,14.54s,0.00000100,0.0017,0.0712,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_200_2022-12-01 12:36:28,14.65s,0.00000010,0.0016,0.0854,0.9777,0.9777,0.9777,0.9777
1_fold|epoch_201_2022-12-01 12:36:47,14.49s,0.00000010,0.0017,0.0777,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_202_2022-12-01 12:37:06,14.48s,0.00000010,0.0018,0.0776,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_203_2022-12-01 12:37:25,14.47s,0.00000010,0.0017,0.0772,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_204_2022-12-01 12:37:44,14.42s,0.00000010,0.0017,0.0764,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_205_2022-12-01 12:38:04,14.48s,0.00000010,0.0017,0.0803,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_206_2022-12-01 12:38:23,14.30s,0.00000010,0.0017,0.0757,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_207_2022-12-01 12:38:42,14.41s,0.00000010,0.0018,0.0774,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_208_2022-12-01 12:39:01,14.53s,0.00000010,0.0017,0.0766,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_209_2022-12-01 12:39:20,14.49s,0.00000010,0.0017,0.0742,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_210_2022-12-01 12:39:39,14.38s,0.00000010,0.0017,0.0724,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_211_2022-12-01 12:39:59,14.64s,0.00000010,0.0018,0.0774,0.9799,0.9799,0.9799,0.9799
1_fold|epoch_212_2022-12-01 12:40:18,14.64s,0.00000010,0.0018,0.0805,0.9788,0.9788,0.9788,0.9788
1_fold|epoch_213_2022-12-01 12:40:37,14.48s,0.00000010,0.0017,0.0768,0.9788,0.9788,0.9788,0.9788
