epoch,training_time,lr,train_loss,test_loss,f1_value,val_acc,precision,recall
1_fold|epoch_17_2022-12-06 11:17:24,22.50s,0.00010000,0.0039,0.0761,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_18_2022-12-06 11:17:49,19.37s,0.00010000,0.0017,0.0790,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_19_2022-12-06 11:18:11,16.53s,0.00010000,0.0014,0.0749,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_20_2022-12-06 11:18:33,16.30s,0.00010000,0.0023,0.0772,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_21_2022-12-06 11:18:54,15.72s,0.00010000,0.0011,0.0787,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_22_2022-12-06 11:19:15,15.80s,0.00010000,0.0019,0.0971,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_23_2022-12-06 11:19:36,15.99s,0.00010000,0.0014,0.0867,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_24_2022-12-06 11:19:58,16.00s,0.00010000,0.0017,0.0833,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_25_2022-12-06 11:20:19,15.81s,0.00010000,0.0009,0.0844,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_26_2022-12-06 11:20:40,15.71s,0.00010000,0.0009,0.0859,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_27_2022-12-06 11:21:01,15.91s,0.00010000,0.0012,0.0790,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_28_2022-12-06 11:21:22,15.71s,0.00010000,0.0012,0.0861,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_29_2022-12-06 11:21:44,15.85s,0.00010000,0.0005,0.0792,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_30_2022-12-06 11:22:05,15.73s,0.00010000,0.0009,0.0860,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_31_2022-12-06 11:22:26,16.00s,0.00010000,0.0009,0.0889,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_32_2022-12-06 11:22:48,16.30s,0.00010000,0.0004,0.0814,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_33_2022-12-06 11:23:10,16.62s,0.00010000,0.0004,0.0866,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_34_2022-12-06 11:23:32,16.63s,0.00010000,0.0006,0.0951,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_35_2022-12-06 11:23:54,16.81s,0.00010000,0.0006,0.0922,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_36_2022-12-06 11:24:16,16.41s,0.00010000,0.0003,0.0926,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_37_2022-12-06 11:24:38,16.56s,0.00010000,0.0002,0.0885,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_38_2022-12-06 11:25:00,16.62s,0.00010000,0.0003,0.0837,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_39_2022-12-06 11:25:22,16.49s,0.00010000,0.0005,0.0918,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_40_2022-12-06 11:25:44,16.45s,0.00010000,0.0005,0.1028,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_41_2022-12-06 11:26:06,16.44s,0.00010000,0.0003,0.0960,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_42_2022-12-06 11:26:28,16.54s,0.00010000,0.0001,0.1009,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_43_2022-12-06 11:26:49,16.38s,0.00010000,0.0003,0.0959,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_44_2022-12-06 11:27:11,16.37s,0.00010000,0.0004,0.0937,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_45_2022-12-06 11:27:33,16.45s,0.00010000,0.0003,0.1004,0.9810,0.9810,0.9810,0.9810
1_fold|epoch_46_2022-12-06 11:27:55,16.37s,0.00010000,0.0002,0.1065,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_47_2022-12-06 11:28:17,16.47s,0.00010000,0.0001,0.1069,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_48_2022-12-06 11:28:39,16.37s,0.00010000,0.0001,0.0985,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_49_2022-12-06 11:29:01,16.59s,0.00010000,0.0001,0.0936,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_50_2022-12-06 11:29:23,16.51s,0.00001000,0.0001,0.0901,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_51_2022-12-06 11:29:45,16.74s,0.00001000,0.0002,0.0945,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_52_2022-12-06 11:30:07,16.69s,0.00001000,0.0005,0.0897,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_53_2022-12-06 11:30:29,16.54s,0.00001000,0.0003,0.0995,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_54_2022-12-06 11:30:51,16.62s,0.00001000,0.0001,0.0982,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_55_2022-12-06 11:31:13,16.40s,0.00001000,0.0002,0.0927,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_56_2022-12-06 11:31:35,16.56s,0.00001000,0.0002,0.0968,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_57_2022-12-06 11:31:57,16.74s,0.00001000,0.0001,0.1000,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_58_2022-12-06 11:32:19,16.34s,0.00001000,0.0002,0.0949,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_59_2022-12-06 11:32:41,16.57s,0.00001000,0.0001,0.0964,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_60_2022-12-06 11:33:03,16.44s,0.00001000,0.0001,0.0977,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_61_2022-12-06 11:33:25,16.37s,0.00001000,0.0001,0.1047,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_62_2022-12-06 11:33:47,16.38s,0.00001000,0.0010,0.0971,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_63_2022-12-06 11:34:08,16.47s,0.00001000,0.0001,0.0874,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_64_2022-12-06 11:34:30,16.31s,0.00001000,0.0001,0.0946,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_65_2022-12-06 11:34:52,16.58s,0.00001000,0.0001,0.1038,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_66_2022-12-06 11:35:14,16.37s,0.00001000,0.0001,0.0925,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_67_2022-12-06 11:35:36,16.72s,0.00001000,0.0001,0.0992,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_68_2022-12-06 11:35:58,16.17s,0.00001000,0.0001,0.0926,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_69_2022-12-06 11:36:20,16.33s,0.00001000,0.0001,0.0916,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_70_2022-12-06 11:36:42,16.67s,0.00001000,0.0001,0.0942,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_71_2022-12-06 11:37:04,16.63s,0.00001000,0.0001,0.0983,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_72_2022-12-06 11:37:25,16.30s,0.00001000,0.0001,0.0974,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_73_2022-12-06 11:37:47,16.21s,0.00001000,0.0001,0.0922,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_74_2022-12-06 11:38:09,16.21s,0.00001000,0.0001,0.0927,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_75_2022-12-06 11:38:30,16.13s,0.00001000,0.0001,0.0975,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_76_2022-12-06 11:38:52,16.34s,0.00001000,0.0001,0.1007,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_77_2022-12-06 11:39:14,16.38s,0.00001000,0.0001,0.0942,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_78_2022-12-06 11:39:36,16.42s,0.00001000,0.0000,0.0947,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_79_2022-12-06 11:39:58,16.51s,0.00001000,0.0000,0.0932,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_80_2022-12-06 11:40:20,16.60s,0.00001000,0.0001,0.0922,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_81_2022-12-06 11:40:42,16.36s,0.00001000,0.0001,0.0899,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_82_2022-12-06 11:41:03,16.27s,0.00001000,0.0001,0.0976,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_83_2022-12-06 11:41:25,16.33s,0.00001000,0.0001,0.0943,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_84_2022-12-06 11:41:47,16.40s,0.00001000,0.0001,0.0976,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_85_2022-12-06 11:42:09,16.51s,0.00001000,0.0001,0.0966,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_86_2022-12-06 11:42:31,16.18s,0.00001000,0.0001,0.0934,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_87_2022-12-06 11:42:52,16.30s,0.00001000,0.0001,0.0967,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_88_2022-12-06 11:43:14,16.30s,0.00001000,0.0001,0.1016,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_89_2022-12-06 11:43:36,16.43s,0.00001000,0.0001,0.0967,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_90_2022-12-06 11:43:58,16.39s,0.00001000,0.0001,0.0875,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_91_2022-12-06 11:44:20,16.50s,0.00001000,0.0000,0.0980,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_92_2022-12-06 11:44:41,16.38s,0.00001000,0.0001,0.0989,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_93_2022-12-06 11:45:04,16.64s,0.00001000,0.0001,0.1021,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_94_2022-12-06 11:45:25,16.47s,0.00001000,0.0001,0.0973,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_95_2022-12-06 11:45:47,16.35s,0.00001000,0.0000,0.1063,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_96_2022-12-06 11:46:09,16.48s,0.00001000,0.0001,0.0949,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_97_2022-12-06 11:46:31,16.63s,0.00001000,0.0001,0.1034,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_98_2022-12-06 11:46:53,16.27s,0.00001000,0.0000,0.1024,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_99_2022-12-06 11:47:15,16.08s,0.00001000,0.0001,0.0949,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_100_2022-12-06 11:47:36,16.20s,0.00000100,0.0001,0.0963,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_101_2022-12-06 11:47:58,16.45s,0.00000100,0.0001,0.1031,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_102_2022-12-06 11:48:20,16.16s,0.00000100,0.0001,0.1010,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_103_2022-12-06 11:48:41,16.09s,0.00000100,0.0001,0.0963,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_104_2022-12-06 11:49:03,15.99s,0.00000100,0.0000,0.1020,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_105_2022-12-06 11:49:24,16.16s,0.00000100,0.0001,0.1026,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_106_2022-12-06 11:49:46,16.19s,0.00000100,0.0001,0.0972,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_107_2022-12-06 11:50:08,16.50s,0.00000100,0.0001,0.1001,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_108_2022-12-06 11:50:29,16.11s,0.00000100,0.0000,0.0984,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_109_2022-12-06 11:50:51,16.18s,0.00000100,0.0001,0.1015,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_110_2022-12-06 11:51:13,16.10s,0.00000100,0.0001,0.1005,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_111_2022-12-06 11:51:34,16.10s,0.00000100,0.0001,0.0990,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_112_2022-12-06 11:51:56,16.06s,0.00000100,0.0000,0.1035,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_113_2022-12-06 11:52:17,16.15s,0.00000100,0.0000,0.1002,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_114_2022-12-06 11:52:39,16.39s,0.00000100,0.0001,0.1059,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_115_2022-12-06 11:53:01,16.74s,0.00000100,0.0000,0.0988,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_116_2022-12-06 11:53:23,16.20s,0.00000100,0.0005,0.1036,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_117_2022-12-06 11:53:44,16.11s,0.00000100,0.0001,0.0987,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_118_2022-12-06 11:54:06,16.32s,0.00000100,0.0001,0.0978,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_119_2022-12-06 11:54:28,16.32s,0.00000100,0.0000,0.1024,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_120_2022-12-06 11:54:49,16.10s,0.00000100,0.0000,0.0991,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_121_2022-12-06 11:55:11,16.12s,0.00000100,0.0000,0.0992,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_122_2022-12-06 11:55:33,16.33s,0.00000100,0.0000,0.1123,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_123_2022-12-06 11:55:54,16.17s,0.00000100,0.0000,0.0998,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_124_2022-12-06 11:56:16,15.96s,0.00000100,0.0000,0.1052,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_125_2022-12-06 11:56:37,16.00s,0.00000100,0.0001,0.1057,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_126_2022-12-06 11:56:59,15.99s,0.00000100,0.0001,0.1046,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_127_2022-12-06 11:57:20,16.05s,0.00000100,0.0000,0.1024,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_128_2022-12-06 11:57:42,16.25s,0.00000100,0.0000,0.1008,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_129_2022-12-06 11:58:03,15.99s,0.00000100,0.0001,0.0976,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_130_2022-12-06 11:58:25,16.09s,0.00000100,0.0001,0.0995,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_131_2022-12-06 11:58:46,16.21s,0.00000100,0.0003,0.1122,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_132_2022-12-06 11:59:08,16.08s,0.00000100,0.0000,0.0985,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_133_2022-12-06 11:59:29,15.97s,0.00000100,0.0002,0.1038,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_134_2022-12-06 11:59:51,16.03s,0.00000100,0.0000,0.0952,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_135_2022-12-06 12:00:12,16.20s,0.00000100,0.0001,0.0994,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_136_2022-12-06 12:00:34,16.07s,0.00000100,0.0000,0.1060,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_137_2022-12-06 12:00:55,16.25s,0.00000100,0.0000,0.1028,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_138_2022-12-06 12:01:17,16.08s,0.00000100,0.0001,0.0970,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_139_2022-12-06 12:01:38,16.01s,0.00000100,0.0000,0.0953,0.9877,0.9877,0.9877,0.9877
1_fold|epoch_140_2022-12-06 12:02:00,16.14s,0.00000100,0.0001,0.0986,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_141_2022-12-06 12:02:22,16.42s,0.00000100,0.0000,0.0975,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_142_2022-12-06 12:02:43,16.23s,0.00000100,0.0002,0.0985,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_143_2022-12-06 12:03:05,16.07s,0.00000100,0.0000,0.0970,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_144_2022-12-06 12:03:27,16.40s,0.00000100,0.0000,0.1018,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_145_2022-12-06 12:03:48,16.12s,0.00000100,0.0001,0.1080,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_146_2022-12-06 12:04:10,15.97s,0.00000100,0.0000,0.1047,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_147_2022-12-06 12:04:31,16.05s,0.00000100,0.0001,0.1014,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_148_2022-12-06 12:04:53,16.36s,0.00000100,0.0001,0.0977,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_149_2022-12-06 12:05:15,16.24s,0.00000100,0.0001,0.1017,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_150_2022-12-06 12:05:36,16.09s,0.00000100,0.0001,0.1025,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_151_2022-12-06 12:05:58,16.50s,0.00000100,0.0001,0.0992,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_152_2022-12-06 12:06:19,15.96s,0.00000100,0.0001,0.1030,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_153_2022-12-06 12:06:41,16.07s,0.00000100,0.0000,0.1001,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_154_2022-12-06 12:07:02,15.98s,0.00000100,0.0000,0.1091,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_155_2022-12-06 12:07:24,16.08s,0.00000100,0.0000,0.0959,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_156_2022-12-06 12:07:46,16.15s,0.00000100,0.0000,0.0951,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_157_2022-12-06 12:08:07,16.14s,0.00000100,0.0000,0.0942,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_158_2022-12-06 12:08:28,15.91s,0.00000100,0.0000,0.1000,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_159_2022-12-06 12:08:50,16.04s,0.00000100,0.0001,0.0998,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_160_2022-12-06 12:09:11,16.08s,0.00000100,0.0000,0.1017,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_161_2022-12-06 12:09:33,16.02s,0.00000100,0.0001,0.1006,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_162_2022-12-06 12:09:54,15.95s,0.00000100,0.0000,0.0981,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_163_2022-12-06 12:10:16,16.00s,0.00000100,0.0000,0.1003,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_164_2022-12-06 12:10:37,15.92s,0.00000100,0.0000,0.1018,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_165_2022-12-06 12:10:58,15.97s,0.00000100,0.0003,0.1013,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_166_2022-12-06 12:11:20,16.20s,0.00000100,0.0000,0.1103,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_167_2022-12-06 12:11:42,16.99s,0.00000100,0.0000,0.0953,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_168_2022-12-06 12:12:04,16.34s,0.00000100,0.0001,0.0986,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_169_2022-12-06 12:12:26,15.91s,0.00000100,0.0000,0.1050,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_170_2022-12-06 12:12:47,15.86s,0.00000100,0.0001,0.1031,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_171_2022-12-06 12:13:08,15.93s,0.00000100,0.0000,0.1001,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_172_2022-12-06 12:13:30,15.91s,0.00000100,0.0001,0.0986,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_173_2022-12-06 12:13:51,15.85s,0.00000100,0.0001,0.0999,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_174_2022-12-06 12:14:12,15.73s,0.00000100,0.0000,0.0992,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_175_2022-12-06 12:14:34,16.01s,0.00000100,0.0000,0.0944,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_176_2022-12-06 12:14:55,16.02s,0.00000100,0.0001,0.1030,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_177_2022-12-06 12:15:16,15.91s,0.00000100,0.0000,0.1018,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_178_2022-12-06 12:15:38,15.74s,0.00000100,0.0001,0.1074,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_179_2022-12-06 12:15:59,15.81s,0.00000100,0.0000,0.1082,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_180_2022-12-06 12:16:20,15.89s,0.00000100,0.0001,0.0976,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_181_2022-12-06 12:16:41,15.86s,0.00000100,0.0001,0.0984,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_182_2022-12-06 12:17:03,15.86s,0.00000100,0.0000,0.1060,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_183_2022-12-06 12:17:24,15.70s,0.00000100,0.0001,0.0975,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_184_2022-12-06 12:17:45,15.86s,0.00000100,0.0000,0.0990,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_185_2022-12-06 12:18:06,15.66s,0.00000100,0.0000,0.0991,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_186_2022-12-06 12:18:27,15.73s,0.00000100,0.0002,0.1047,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_187_2022-12-06 12:18:48,15.59s,0.00000100,0.0001,0.1108,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_188_2022-12-06 12:19:09,15.77s,0.00000100,0.0000,0.1064,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_189_2022-12-06 12:19:31,15.84s,0.00000100,0.0001,0.1037,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_190_2022-12-06 12:19:52,15.82s,0.00000100,0.0000,0.0973,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_191_2022-12-06 12:20:13,15.76s,0.00000100,0.0000,0.1000,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_192_2022-12-06 12:20:34,15.65s,0.00000100,0.0000,0.1030,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_193_2022-12-06 12:20:56,15.81s,0.00000100,0.0000,0.1134,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_194_2022-12-06 12:21:17,15.75s,0.00000100,0.0001,0.1095,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_195_2022-12-06 12:21:38,15.87s,0.00000100,0.0000,0.0989,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_196_2022-12-06 12:21:59,15.81s,0.00000100,0.0001,0.1071,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_197_2022-12-06 12:22:21,16.11s,0.00000100,0.0000,0.1036,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_198_2022-12-06 12:22:42,15.66s,0.00000100,0.0000,0.1098,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_199_2022-12-06 12:23:03,16.13s,0.00000100,0.0001,0.1065,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_200_2022-12-06 12:23:25,15.96s,0.00000010,0.0000,0.1002,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_201_2022-12-06 12:23:46,15.98s,0.00000010,0.0000,0.1045,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_202_2022-12-06 12:24:08,16.20s,0.00000010,0.0000,0.0973,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_203_2022-12-06 12:24:30,16.19s,0.00000010,0.0000,0.1028,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_204_2022-12-06 12:24:51,15.85s,0.00000010,0.0001,0.1036,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_205_2022-12-06 12:25:13,16.31s,0.00000010,0.0000,0.1085,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_206_2022-12-06 12:25:34,16.26s,0.00000010,0.0000,0.1132,0.9821,0.9821,0.9821,0.9821
1_fold|epoch_207_2022-12-06 12:25:56,16.14s,0.00000010,0.0000,0.0978,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_208_2022-12-06 12:26:18,16.12s,0.00000010,0.0001,0.0994,0.9855,0.9855,0.9855,0.9855
1_fold|epoch_209_2022-12-06 12:26:39,16.05s,0.00000010,0.0000,0.1072,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_210_2022-12-06 12:27:00,15.95s,0.00000010,0.0000,0.1086,0.9833,0.9833,0.9833,0.9833
1_fold|epoch_211_2022-12-06 12:27:22,16.21s,0.00000010,0.0000,0.1067,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_212_2022-12-06 12:27:44,16.12s,0.00000010,0.0000,0.0913,0.9866,0.9866,0.9866,0.9866
1_fold|epoch_213_2022-12-06 12:28:05,16.03s,0.00000010,0.0000,0.1040,0.9844,0.9844,0.9844,0.9844
1_fold|epoch_214_2022-12-06 12:28:27,15.92s,0.00000010,0.0001,0.1130,0.9821,0.9821,0.9821,0.9821
